#chrom	chromStart	chromEnd	start	end	gene	plusminus65bpexonlength	exonlength	averagemappabilityl250m5	exonmappbelow1l250m51yes0no	positionsmappbelow1l250m5	percpositionsmappbelow1l250m5	maxcontigousbasesl250m5
chr16	30211985	30212262	30212050	30212197	SULT1A3	278	148	0.447089881	True	252	1	252
chr16	30211985	30212262	30212050	30212197	SULT1A4	278	148	0.447089881	True	252	1	252
chr16	30212237	30212492	30212302	30212427	SULT1A3	256	126	0.5	True	215	1	215
chr16	30212237	30212492	30212302	30212427	SULT1A4	256	126	0.5	True	215	1	215
chr16	30212452	30212679	30212517	30212614	SULT1A3	228	98	0.5	True	228	1	228
chr16	30212452	30212679	30212517	30212614	SULT1A4	228	98	0.5	True	228	1	228
chr16	30213946	30214202	30214011	30214137	SULT1A3	257	127	0.5	True	222	1	222
chr16	30213946	30214202	30214011	30214137	SULT1A4	257	127	0.5	True	222	1	222
chr16	30214168	30214392	30214233	30214327	SULT1A3	225	95	0.5	True	225	1	225
chr16	30214168	30214392	30214233	30214327	SULT1A4	225	95	0.5	True	225	1	225
chr16	30214761	30215071	30214826	30215006	SULT1A3	311	181	0.368536696	True	303	1	303
chr16	30214761	30215071	30214826	30215006	SULT1A4	311	181	0.368536696	True	303	1	303
chr16	30215064	30215306	30215129	30215241	SULT1A3	243	113	0.490054852	True	243	1	243
chr16	30215064	30215306	30215129	30215241	SULT1A4	243	113	0.490054852	True	243	1	243
chr16	32264610	32265101	32264675	32265036	TP53TG3D	492	362	0.253048768	True	492	1	492
chr16	32266147	32266289	32266212	32266224	TP53TG3D	143	13	0.25	True	143	1	143
chr16	32685808	32685950	32685873	32685885	TP53TG3	143	13	0.25	True	143	1	143
chr16	32685808	32685950	32685873	32685885	TP53TG3B	143	13	0.25	True	143	1	143
chr16	32685808	32685950	32685873	32685885	TP53TG3C	143	13	0.25	True	143	1	143
chr16	32686992	32687483	32687057	32687418	TP53TG3	492	362	0.253218144	True	492	1	492
chr16	32686992	32687483	32687057	32687418	TP53TG3B	492	362	0.253218144	True	492	1	492
chr16	32686992	32687483	32687057	32687418	TP53TG3C	492	362	0.253218144	True	492	1	492
chr16	33205550	33206041	33205615	33205976	TP53TG3	492	362	0.25	True	492	1	492
chr16	33205550	33206041	33205615	33205976	TP53TG3B	492	362	0.25	True	492	1	492
chr16	33205550	33206041	33205615	33205976	TP53TG3C	492	362	0.25	True	492	1	492
chr16	33207083	33207225	33207148	33207160	TP53TG3	143	13	0.25	True	143	1	143
chr16	33207083	33207225	33207148	33207160	TP53TG3B	143	13	0.25	True	143	1	143
chr16	33207083	33207225	33207148	33207160	TP53TG3C	143	13	0.25	True	143	1	143
chr16	33262085	33262576	33262150	33262511	TP53TG3	492	362	0.25	True	492	1	492
chr16	33262085	33262576	33262150	33262511	TP53TG3B	492	362	0.25	True	492	1	492
chr16	33262085	33262576	33262150	33262511	TP53TG3C	492	362	0.25	True	492	1	492
chr16	33263618	33263760	33263683	33263695	TP53TG3	143	13	0.25	True	143	1	143
chr16	33263618	33263760	33263683	33263695	TP53TG3B	143	13	0.25	True	143	1	143
chr16	33263618	33263760	33263683	33263695	TP53TG3C	143	13	0.25	True	143	1	143
chr16	55836896	55837209	55836961	55837144	CES1	314	184	0.5	True	314	1	314
chr16	55837376	55837578	55837441	55837513	CES1	203	73	0.5	True	203	1	203
chr16	55840180	55840441	55840245	55840376	CES1	262	132	0.510814214	True	247	0.9427	247
chr16	60392294	60393671	60392359	60393606	LOC729159	1378	1248	0.38621048	True	996	0.7228	750
chr16	69985205	69985458	69985270	69985393	CLEC18A	254	124	0.411417146	True	254	1	254
chr16	69985873	69986094	69985938	69986029	CLEC18A	222	92	0.333333	True	222	1	222
chr16	69988172	69988541	69988237	69988476	CLEC18A	370	240	0.42072053	True	358	0.9676	143
chr16	69992780	69993007	69992845	69992942	CLEC18A	228	98	0.360379838	True	228	1	228
chr16	69993298	69993549	69993363	69993484	CLEC18A	252	122	0.349867425	True	252	1	252
chr16	69993577	69993814	69993642	69993749	CLEC18A	238	108	0.337534689	True	238	1	238
chr16	69994211	69994433	69994276	69994368	CLEC18A	223	93	0.333333	True	223	1	223
chr16	69994683	69994919	69994748	69994854	CLEC18A	237	107	0.333333	True	237	1	237
chr16	69995424	69995683	69995489	69995618	CLEC18A	260	130	0.333333	True	260	1	260
chr16	69995826	69996052	69995891	69995987	CLEC18A	227	97	0.34214359	True	227	1	227
chr16	69996814	69997035	69996879	69996970	CLEC18A	222	92	0.374624374	True	222	1	222
chr16	69997412	69997579	69997477	69997514	CLEC18A	168	38	0.333333	True	168	1	168
chr16	70162622	70162833	70162687	70162768	PDPR	212	82	0.5	True	175	1	175
chr16	70170032	70170354	70170097	70170289	PDPR	323	193	0.53250774	True	302	0.935	168
chr16	70172737	70172991	70172802	70172926	PDPR	255	125	0.5	True	255	1	255
chr16	70178259	70178501	70178324	70178436	PDPR	243	113	0.5	True	243	1	243
chr16	70208117	70208370	70208182	70208305	CLEC18C	254	124	0.345800217	True	254	1	254
chr16	70208785	70209006	70208850	70208941	CLEC18C	222	92	0.333333	True	222	1	222
chr16	70211079	70211448	70211144	70211383	CLEC18C	370	240	0.392792549	True	359	0.9703	213
chr16	70215688	70215915	70215753	70215850	CLEC18C	228	98	0.360379838	True	228	1	228
chr16	70216206	70216457	70216271	70216392	CLEC18C	252	122	0.349867425	True	252	1	252
chr16	70216485	70216722	70216550	70216657	CLEC18C	238	108	0.337534689	True	238	1	238
chr16	70217119	70217341	70217184	70217276	CLEC18C	223	93	0.333333	True	223	1	223
chr16	70217591	70217827	70217656	70217762	CLEC18C	237	107	0.333333	True	237	1	237
chr16	70218332	70218591	70218397	70218526	CLEC18C	260	130	0.333333	True	260	1	260
chr16	70218734	70218960	70218799	70218895	CLEC18C	227	97	0.34214359	True	227	1	227
chr16	70219723	70219944	70219788	70219879	CLEC18C	222	92	0.384384153	True	222	1	222
chr16	70220321	70220488	70220386	70220423	CLEC18C	168	38	0.351190179	True	168	1	168
chr16	70366806	70367127	70366871	70367062	DDX19B	322	192	0.50931677	True	316	0.9814	316
chr16	70405210	70405531	70405275	70405466	DDX19A	322	192	0.50931677	True	316	0.9814	316
chr16	70852180	70852540	70852245	70852475	HYDIN	361	231	0.345336717	True	361	1	361
chr16	70861099	70861379	70861164	70861314	HYDIN	281	151	0.333333	True	281	1	281
chr16	70862104	70862397	70862169	70862332	HYDIN	294	164	0.343537102	True	294	1	294
chr16	70863456	70863798	70863521	70863733	HYDIN	343	213	0.356170752	True	343	1	343
chr16	70866686	70867035	70866751	70866970	HYDIN	350	220	0.366666377	True	342	0.9771	275
chr16	70867725	70868132	70867790	70868067	HYDIN	408	278	0.346813419	True	408	1	408
chr16	70869514	70869802	70869579	70869737	HYDIN	289	159	0.333333	True	289	1	289
chr16	70871528	70871856	70871593	70871791	HYDIN	329	199	0.354103052	True	329	1	329
chr16	70873902	70874201	70873967	70874136	HYDIN	300	170	0.342777463	True	300	1	300
chr16	70883564	70883915	70883629	70883850	HYDIN	352	222	0.524147727	True	335	0.9517	212
chr16	70884286	70884623	70884351	70884558	HYDIN	338	208	0.531065089	True	317	0.9379	241
chr16	70888966	70889243	70889031	70889178	HYDIN	278	148	0.5	True	278	1	278
chr16	70891543	70891838	70891608	70891773	HYDIN	296	166	0.5	True	296	1	296
chr16	70893906	70894174	70893971	70894109	HYDIN	269	139	0.5	True	269	1	269
chr16	70894527	70894869	70894592	70894804	HYDIN	343	213	0.504373178	True	340	0.9913	203
chr16	70895886	70896223	70895951	70896158	HYDIN	338	208	0.5	True	338	1	338
chr16	70896923	70897150	70896988	70897085	HYDIN	228	98	0.539473684	True	210	0.9211	210
chr16	70900007	70900297	70900072	70900232	HYDIN	291	161	0.501718213	True	290	0.9966	158
chr16	70902408	70902756	70902473	70902691	HYDIN	349	219	0.5	True	349	1	349
chr16	70908143	70908560	70908208	70908495	HYDIN	418	288	0.5	True	418	1	418
chr16	70908655	70908887	70908720	70908822	HYDIN	233	103	0.5	True	233	1	233
chr16	70913135	70913454	70913200	70913389	HYDIN	320	190	0.506493506	True	304	0.987	186
chr16	70913443	70913724	70913508	70913659	HYDIN	282	152	0.5	True	282	1	282
chr16	70916498	70916863	70916563	70916798	HYDIN	366	236	0.532786885	True	342	0.9344	183
chr16	70917758	70918092	70917823	70918027	HYDIN	335	205	0.5	True	335	1	335
chr16	70923425	70923672	70923490	70923607	HYDIN	248	118	0.518145161	True	239	0.9637	239
chr16	70925484	70925852	70925549	70925787	HYDIN	369	239	0.5	True	369	1	369
chr16	70926199	70926497	70926264	70926432	HYDIN	299	169	0.526755853	True	283	0.9465	280
chr16	70928287	70928516	70928352	70928451	HYDIN	230	100	0.5	True	230	1	230
chr16	70929819	70930048	70929884	70929983	HYDIN	230	100	0.5	True	230	1	230
chr16	70934842	70935170	70934907	70935105	HYDIN	329	199	0.534954407	True	306	0.9301	164
chr16	70937463	70937765	70937528	70937700	HYDIN	303	173	0.5	True	280	1	280
chr16	70937743	70938032	70937808	70937967	HYDIN	290	160	0.5	True	290	1	290
chr16	70941210	70941459	70941275	70941394	HYDIN	250	120	0.5	True	250	1	250
chr16	70942090	70942402	70942155	70942337	HYDIN	313	183	0.515974441	True	303	0.9681	182
chr16	70942491	70942829	70942556	70942764	HYDIN	339	209	0.5	True	339	1	339
chr16	70952049	70952397	70952114	70952332	HYDIN	349	219	0.5	True	349	1	349
chr16	70954429	70955185	70954494	70955120	HYDIN	757	627	0.727212682	True	413	0.5456	360
chr16	70969790	70970082	70969855	70970017	HYDIN	293	163	0.5	True	293	1	293
chr16	70972452	70972723	70972517	70972658	HYDIN	272	142	0.518382353	True	262	0.9632	179
chr16	70975474	70975787	70975539	70975722	HYDIN	314	184	0.5	True	314	1	314
chr16	70986259	70986603	70986324	70986538	HYDIN	345	215	0.5	True	345	1	345
chr16	70989213	70989516	70989278	70989451	HYDIN	304	174	0.5	True	304	1	304
chr16	70993485	70993788	70993550	70993723	HYDIN	304	174	0.506578947	True	300	0.9868	162
chr16	70995797	70996106	70995862	70996041	HYDIN	310	180	0.506451613	True	306	0.9871	209
chr16	70998566	70998864	70998631	70998799	HYDIN	299	169	0.5	True	299	1	299
chr16	71004358	71004727	71004423	71004662	HYDIN	370	240	0.522972973	True	353	0.9541	242
chr16	71007181	71007460	71007246	71007395	HYDIN	280	150	0.5	True	280	1	280
chr16	71007667	71007988	71007732	71007923	HYDIN	322	192	0.5	True	322	1	322
chr16	71008011	71008268	71008076	71008203	HYDIN	258	128	0.5	True	258	1	258
chr16	71008372	71008638	71008437	71008573	HYDIN	267	137	0.5	True	267	1	267
chr16	71008974	71009237	71009039	71009172	HYDIN	264	134	0.5	True	264	1	264
chr16	71012752	71013009	71012817	71012944	HYDIN	258	128	0.529069767	True	243	0.9419	114
chr16	71015229	71015536	71015294	71015471	HYDIN	308	178	0.5	True	308	1	308
chr16	71019023	71019290	71019088	71019225	HYDIN	268	138	0.5	True	268	1	268
chr16	71021762	71022101	71021827	71022036	HYDIN	340	210	0.5	True	340	1	340
chr16	71022231	71022480	71022296	71022415	HYDIN	250	120	0.5	True	250	1	250
chr16	71025156	71025364	71025221	71025299	HYDIN	209	79	0.5	True	209	1	209
chr16	71025908	71026178	71025973	71026113	HYDIN	271	141	0.5	True	271	1	271
chr16	71051967	71052410	71052032	71052345	HYDIN	444	314	0.5	True	444	1	444
chr16	71059221	71059494	71059286	71059429	HYDIN	274	144	0.5	True	274	1	274
chr16	71061428	71061843	71061493	71061778	HYDIN	416	286	0.5	True	416	1	416
chr16	71065513	71065885	71065578	71065820	HYDIN	373	243	0.517426273	True	360	0.9651	322
chr16	71094342	71094624	71094407	71094559	HYDIN	283	153	0.5	True	283	1	283
chr16	71096007	71096301	71096072	71096236	HYDIN	295	165	0.530508475	True	277	0.939	207
chr16	71098543	71098808	71098608	71098743	HYDIN	266	136	0.535714286	True	247	0.9286	222
chr16	71101128	71101358	71101193	71101293	HYDIN	231	101	0.502164502	True	230	0.9957	157
chr16	71103105	71103470	71103170	71103405	HYDIN	366	236	0.515027322	True	355	0.9699	217
chr16	71113723	71113920	71113788	71113855	HYDIN	198	68	0.5	True	198	1	198
chr16	71122139	71122492	71122204	71122427	HYDIN	354	224	0.425611904	True	354	1	354
chr16	71127655	71127903	71127720	71127838	HYDIN	249	119	0.526104418	True	236	0.9478	158
chr16	71149534	71149763	71149599	71149698	HYDIN	230	100	0.5	True	230	1	230
chr16	71163478	71163791	71163543	71163726	HYDIN	314	184	0.5	True	314	1	314
chr16	71170989	71171320	71171054	71171255	HYDIN	332	202	0.5	True	332	1	332
chr16	71186497	71186751	71186562	71186686	HYDIN	255	125	0.539215686	True	235	0.9216	114
chr16	71196369	71196698	71196434	71196633	HYDIN	330	200	0.5	True	330	1	330
chr16	72090364	72090595	72090429	72090530	HP	232	102	0.469827526	True	232	1	232
chr16	72091226	72091430	72091291	72091365	HP	205	75	0.426016112	True	205	1	205
chr16	72092088	72092319	72092153	72092254	HP	232	102	0.469827526	True	232	1	232
chr16	72093946	72094854	72094011	72094789	HP	909	779	0.707370737	True	532	0.5853	325
chr16	72108979	72109183	72109044	72109118	HPR	205	75	0.456097454	True	201	0.9805	114
chr16	72110137	72111045	72110202	72110980	HPR	909	779	0.706270627	True	534	0.5875	325
chr16	74442839	74443006	74442904	74442941	CLEC18B	168	38	0.333333	True	168	1	168
chr16	74444369	74444595	74444434	74444530	CLEC18B	227	97	0.333333	True	227	1	227
chr16	74444738	74444997	74444803	74444932	CLEC18B	260	130	0.382050973	True	241	0.9269	208
chr16	74445502	74445738	74445567	74445673	CLEC18B	237	107	0.333333	True	237	1	237
chr16	74445987	74446209	74446052	74446144	CLEC18B	223	93	0.333333	True	223	1	223
chr16	74451892	74452261	74451957	74452196	CLEC18B	370	240	0.379729489	True	370	1	370
chr16	74454334	74454555	74454399	74454490	CLEC18B	222	92	0.333333	True	222	1	222
chr16	75238606	75238869	75238671	75238804	CTRB2	264	134	0.5	True	264	1	264
chr16	75239166	75239476	75239231	75239411	CTRB2	311	181	0.5	True	311	1	311
chr16	75239575	75239783	75239640	75239718	CTRB2	209	79	0.5	True	171	1	171
chr16	75256802	75257011	75256867	75256946	CTRB1	210	80	0.5	True	172	1	172
chr16	75256974	75257182	75257039	75257117	CTRB1	209	79	0.5	True	209	1	209
chr16	75257281	75257591	75257346	75257526	CTRB1	311	181	0.5	True	311	1	311
chr16	75276303	75277053	75276368	75276988	BCAR1	751	621	0.650022028	True	402	0.5353	273
chr16	75579185	75579458	75579250	75579393	TMEM231	274	144	0.5	True	274	1	274
chr16	87938327	87938575	87938392	87938510	CA5A	249	119	0.37617104	True	233	0.9357	233
chr16	89016600	89017833	89016665	89017768	LOC100129697	1234	1104	0.369715288	True	860	0.6969	746
chr16	89345415	89352122	89345480	89352057	ANKRD11	6708	6578	0.967352415	True	438	0.0653	438
chr17	2965898	2966966	2965963	2966901	OR1D5	1069	939	0.519254728	True	977	0.9139	421
chr17	3181199	3182294	3181264	3182229	OR3A2	1096	966	0.765663008	True	504	0.4599	489
chr17	3300695	3301769	3300760	3301704	OR1E1	1075	945	0.83627907	True	352	0.3274	256
chr17	3323797	3324892	3323862	3324827	OR3A3	1096	966	0.788929434	True	456	0.4161	451
chr17	3336099	3337200	3336164	3337135	OR1E2	1102	972	0.841651543	True	349	0.3167	256
chr17	5071162	5071483	5071227	5071418	USP6	322	192	0.296376714	True	316	0.9814	261
chr17	5071997	5072415	5072062	5072350	USP6	419	289	0.338703196	True	402	0.9594	233
chr17	13399449	13400200	13399514	13400135	HS3ST3A1	752	622	0.72606383	True	412	0.5479	412
chr17	14095241	14095603	14095306	14095538	COX10	363	233	0.531680441	True	340	0.9366	146
chr17	14248280	14249028	14248345	14248963	HS3ST3B1	749	619	0.73364486	True	399	0.5327	399
chr17	15450308	15450527	15450373	15450462	TVP23C	220	90	0.543181818	True	201	0.9136	190
chr17	15450308	15450527	15450373	15450462	TVP23C-CDRT4	220	90	0.543181818	True	201	0.9136	190
chr17	15492224	15492606	15492289	15492541	CDRT1	383	253	0.526109661	True	363	0.9478	243
chr17	15508472	15508802	15508537	15508737	CDRT1	331	201	0.5	True	331	1	331
chr17	15516864	15517121	15516929	15517056	CDRT1	258	128	0.525229358	True	207	0.9495	187
chr17	15545970	15546195	15546035	15546130	TRIM16	226	96	0.5	True	226	1	226
chr17	15603457	15603745	15603522	15603680	ZNF286A	289	159	0.5	True	289	1	289
chr17	15619308	15620669	15619373	15620604	ZNF286A	1362	1232	0.587004405	True	1125	0.826	393
chr17	15638598	15638802	15638663	15638737	TBC1D26	205	75	0.529268293	True	193	0.9415	133
chr17	15638846	15639058	15638911	15638993	TBC1D26	213	83	0.5	True	213	1	213
chr17	16285157	16285976	16285222	16285911	UBB	820	690	0.587113759	True	507	0.6183	319
chr17	16596228	16596428	16596293	16596363	CCDC144A	201	71	0.296019841	True	201	1	201
chr17	16608400	16608778	16608465	16608713	CCDC144A	379	249	0.263192559	True	379	1	379
chr17	16610718	16610921	16610783	16610856	CCDC144A	204	74	0.297793995	True	204	1	204
chr17	16612045	16613014	16612110	16612949	CCDC144A	970	840	0.276460394	True	970	1	970
chr17	16614928	16615194	16614993	16615129	CCDC144A	267	137	0.324906281	True	259	0.97	182
chr17	16623447	16623610	16623512	16623545	CCDC144A	164	34	0.379064799	True	164	1	164
chr17	16623766	16624037	16623831	16623972	CCDC144A	272	142	0.360906585	True	272	1	272
chr17	16630776	16631119	16630841	16631054	CCDC144A	344	214	0.344476433	True	344	1	344
chr17	16635049	16635362	16635114	16635297	CCDC144A	314	184	0.333333	True	314	1	314
chr17	16637939	16639022	16638004	16638957	CCDC144A	1084	954	0.357779543	True	1084	1	1084
chr17	16664674	16665097	16664739	16665032	CCDC144A	424	294	0.39229537	True	419	0.9882	390
chr17	16665562	16665912	16665627	16665847	CCDC144A	351	221	0.351376721	True	351	1	351
chr17	16667214	16667554	16667279	16667489	CCDC144A	341	211	0.380742674	True	341	1	341
chr17	16675226	16675398	16675291	16675333	CCDC144A	173	43	0.352600861	True	173	1	173
chr17	16675849	16676088	16675914	16676023	CCDC144A	240	110	0.355555267	True	240	1	240
chr17	16676746	16676908	16676811	16676843	CCDC144A	163	33	0.399795276	True	159	0.9755	159
chr17	18387124	18387345	18387189	18387280	LGALS9C	222	92	0.538288288	True	205	0.9234	128
chr17	18389183	18389514	18389248	18389449	LGALS9C	332	202	0.5	True	332	1	332
chr17	18392190	18392415	18392255	18392350	LGALS9C	226	96	0.499262535	True	226	1	226
chr17	18393982	18394147	18394047	18394082	LGALS9C	166	36	0.5	True	166	1	166
chr17	18394522	18394702	18394587	18394637	LGALS9C	181	51	0.5	True	181	1	181
chr17	18395194	18395368	18395259	18395303	LGALS9C	175	45	0.5	True	175	1	175
chr17	18395946	18396238	18396011	18396173	LGALS9C	293	163	0.535836177	True	272	0.9283	221
chr17	18397470	18397746	18397535	18397681	LGALS9C	277	147	0.374849329	True	277	1	277
chr17	18544270	18544482	18544335	18544417	TBC1D28	213	83	0.5	True	213	1	213
chr17	18565185	18566666	18565250	18566601	ZNF286B	1482	1352	0.596153846	True	1197	0.8077	267
chr17	18584863	18585029	18584928	18584964	ZNF286B	167	37	0.5	True	167	1	167
chr17	18647493	18648127	18647558	18648062	FBXW10	635	505	0.538582677	True	586	0.9228	293
chr17	18653258	18653515	18653323	18653450	FBXW10	258	128	0.5	True	258	1	258
chr17	18661553	18661883	18661618	18661818	FBXW10	331	201	0.527190332	True	313	0.9456	264
chr17	18669962	18670240	18670027	18670175	FBXW10	279	149	0.523297491	True	266	0.9534	219
chr17	18700827	18701046	18700892	18700981	TVP23B	220	90	0.5	True	220	1	220
chr17	18939206	18939458	18939271	18939393	GRAP	253	123	0.5	True	253	1	253
chr17	18945055	18945282	18945120	18945217	GRAP	228	98	0.5	True	228	1	228
chr17	18950097	18950304	18950162	18950239	GRAP	208	78	0.5	True	208	1	208
chr17	19030868	19031075	19030933	19031010	GRAPL	208	78	0.5	True	208	1	208
chr17	19035890	19036117	19035955	19036052	GRAPL	228	98	0.5	True	228	1	228
chr17	19041714	19041966	19041779	19041901	GRAPL	253	123	0.5	True	253	1	253
chr17	19061567	19061754	19061632	19061689	GRAPL	188	58	0.365247957	True	188	1	188
chr17	20353221	20353497	20353286	20353432	LGALS9B	277	147	0.487364596	True	277	1	277
chr17	20355599	20355770	20355664	20355705	LGALS9B	172	42	0.5	True	172	1	172
chr17	20356265	20356445	20356330	20356380	LGALS9B	181	51	0.549723757	True	163	0.9006	94
chr17	20356820	20356985	20356885	20356920	LGALS9B	166	36	0.5	True	166	1	166
chr17	20358551	20358776	20358616	20358711	LGALS9B	226	96	0.537610619	True	209	0.9248	135
chr17	20359809	20360049	20359874	20359984	LGALS9B	241	111	0.498616871	True	241	1	241
chr17	20361431	20361762	20361496	20361697	LGALS9B	332	202	0.5	True	332	1	332
chr17	20363600	20363821	20363665	20363756	LGALS9B	222	92	0.5	True	222	1	222
chr17	20370680	20370848	20370745	20370783	LGALS9B	169	39	0.441814462	True	166	0.9822	128
chr17	20482992	20483386	20483057	20483321	CDRT15L2	395	265	0.541772152	True	362	0.9165	240
chr17	20483397	20484107	20483462	20484042	CDRT15L2	711	581	0.516877637	True	687	0.9662	448
chr17	20796640	20796840	20796705	20796775	CCDC144NL	201	71	0.333333318	True	193	0.9602	178
chr17	25965224	25965445	25965289	25965380	LGALS9	222	92	0.5	True	222	1	222
chr17	25969199	25969439	25969264	25969374	LGALS9	241	111	0.446749473	True	223	0.9253	184
chr17	25972275	25972440	25972340	25972375	LGALS9	166	36	0.536144578	True	154	0.9277	126
chr17	26090942	26091235	26091007	26091170	NOS2	294	164	0.5	True	294	1	294
chr17	30267240	30267416	30267305	30267351	SUZ12	177	47	0.514705882	True	132	0.9706	114
chr17	30274571	30274769	30274636	30274704	SUZ12	199	69	0.5	True	199	1	199
chr17	30300100	30300315	30300165	30300250	SUZ12	216	86	0.520833333	True	207	0.9583	145
chr17	30302436	30302797	30302501	30302732	SUZ12	362	232	0.55801105	True	320	0.884	271
chr17	30351665	30351866	30351730	30351801	LRRC37B	202	72	0.522277178	True	183	0.9059	108
chr17	30354723	30354924	30354788	30354859	LRRC37B	202	72	0.399339663	True	188	0.9307	106
chr17	30357610	30357811	30357675	30357746	LRRC37B	202	72	0.356848035	True	199	0.9851	199
chr17	30376056	30376478	30376121	30376413	LRRC37B	423	293	0.511820331	True	413	0.9764	238
chr17	30376957	30377191	30377022	30377126	LRRC37B	235	105	0.5	True	235	1	235
chr17	30380220	30380412	30380285	30380347	LRRC37B	193	63	0.5	True	193	1	193
chr17	33680290	33681143	33680355	33681078	SLFN11	854	724	0.75117096	True	425	0.4977	425
chr17	33768517	33769370	33768582	33769305	SLFN13	854	724	0.75175644	True	424	0.4965	424
chr17	34431234	34431439	34431299	34431374	CCL4	206	76	0.333333	True	206	1	206
chr17	34493310	34494008	34493375	34493943	TBC1D3B	699	569	0.141267568	True	699	1	699
chr17	34494841	34495123	34494906	34495058	TBC1D3B	283	153	0.324665781	True	283	1	283
chr17	34495360	34495589	34495425	34495524	TBC1D3B	230	100	0.125988	True	230	1	230
chr17	34495923	34496118	34495988	34496053	TBC1D3B	196	66	0.125206316	True	196	1	196
chr17	34496373	34496597	34496438	34496532	TBC1D3B	225	95	0.130146298	True	225	1	225
chr17	34497184	34497434	34497249	34497369	TBC1D3B	251	121	0.125988	True	251	1	251
chr17	34497848	34498026	34497913	34497961	TBC1D3B	179	49	0.126897028	True	179	1	179
chr17	34499149	34499388	34499214	34499323	TBC1D3B	240	110	0.127174471	True	240	1	240
chr17	34499588	34499825	34499653	34499760	TBC1D3B	238	108	0.125473008	True	238	1	238
chr17	34500139	34500349	34500204	34500284	TBC1D3B	211	81	0.125842777	True	211	1	211
chr17	34500702	34500871	34500767	34500806	TBC1D3B	170	40	0.125988	True	170	1	170
chr17	34502025	34502240	34502090	34502175	TBC1D3B	216	86	0.126176329	True	216	1	216
chr17	34502274	34502475	34502339	34502410	TBC1D3B	202	72	0.125988	True	202	1	202
chr17	34522620	34522840	34522685	34522775	CCL3L1	221	91	0.330693493	True	221	1	221
chr17	34522620	34522840	34522685	34522775	CCL3L3	221	91	0.330693493	True	221	1	221
chr17	34523132	34523376	34523197	34523311	CCL3L1	245	115	0.477550976	True	245	1	245
chr17	34523132	34523376	34523197	34523311	CCL3L3	245	115	0.477550976	True	245	1	245
chr17	34523932	34524137	34523997	34524072	CCL3L1	206	76	0.5	True	206	1	206
chr17	34523932	34524137	34523997	34524072	CCL3L3	206	76	0.5	True	206	1	206
chr17	34538479	34538684	34538544	34538619	CCL4L1	206	76	0.333333	True	206	1	206
chr17	34538479	34538684	34538544	34538619	CCL4L2	206	76	0.333333	True	206	1	206
chr17	34539113	34539357	34539178	34539292	CCL4L1	245	115	0.453741404	True	245	1	245
chr17	34539113	34539357	34539178	34539292	CCL4L2	245	115	0.453741404	True	245	1	245
chr17	34539819	34540036	34539884	34539971	CCL4L1	218	88	0.480886812	True	218	1	218
chr17	34539819	34540036	34539884	34539971	CCL4L2	218	88	0.480886812	True	218	1	218
chr17	34581335	34582033	34581400	34581968	TBC1D3H	699	569	0.137452611	True	699	1	699
chr17	34582885	34583167	34582950	34583102	TBC1D3H	283	153	0.324665781	True	283	1	283
chr17	34583404	34583633	34583469	34583568	TBC1D3H	230	100	0.125988	True	230	1	230
chr17	34583967	34584162	34584032	34584097	TBC1D3H	196	66	0.125206316	True	196	1	196
chr17	34584417	34584641	34584482	34584576	TBC1D3H	225	95	0.130146298	True	225	1	225
chr17	34585228	34585478	34585293	34585413	TBC1D3H	251	121	0.125988	True	251	1	251
chr17	34585892	34586070	34585957	34586005	TBC1D3H	179	49	0.126897028	True	179	1	179
chr17	34587193	34587432	34587258	34587367	TBC1D3H	240	110	0.127174471	True	240	1	240
chr17	34587632	34587869	34587697	34587804	TBC1D3H	238	108	0.125473008	True	238	1	238
chr17	34588184	34588394	34588249	34588329	TBC1D3H	211	81	0.125842777	True	211	1	211
chr17	34588747	34588916	34588812	34588851	TBC1D3H	170	40	0.125988	True	170	1	170
chr17	34590070	34590285	34590135	34590220	TBC1D3H	216	86	0.125988	True	216	1	216
chr17	34590318	34590519	34590383	34590454	TBC1D3H	202	72	0.125988	True	202	1	202
chr17	34624194	34624414	34624259	34624349	CCL3L1	221	91	0.330693493	True	221	1	221
chr17	34624194	34624414	34624259	34624349	CCL3L3	221	91	0.330693493	True	221	1	221
chr17	34624706	34624950	34624771	34624885	CCL3L1	245	115	0.477550976	True	245	1	245
chr17	34624706	34624950	34624771	34624885	CCL3L3	245	115	0.477550976	True	245	1	245
chr17	34625506	34625711	34625571	34625646	CCL3L1	206	76	0.5	True	206	1	206
chr17	34625506	34625711	34625571	34625646	CCL3L3	206	76	0.5	True	206	1	206
chr17	34640045	34640250	34640110	34640185	CCL4L1	206	76	0.333333	True	206	1	206
chr17	34640045	34640250	34640110	34640185	CCL4L2	206	76	0.333333	True	206	1	206
chr17	34640679	34640923	34640744	34640858	CCL4L1	245	115	0.459863865	True	245	1	245
chr17	34640679	34640923	34640744	34640858	CCL4L2	245	115	0.459863865	True	245	1	245
chr17	34641385	34641602	34641450	34641537	CCL4L1	218	88	0.474770592	True	218	1	218
chr17	34641385	34641602	34641450	34641537	CCL4L2	218	88	0.474770592	True	218	1	218
chr17	34746369	34747067	34746434	34747002	TBC1D3H	699	569	0.137452611	True	699	1	699
chr17	34747901	34748183	34747966	34748118	TBC1D3H	283	153	0.145710519	True	283	1	283
chr17	34748424	34748653	34748489	34748588	TBC1D3H	230	100	0.125988	True	230	1	230
chr17	34748987	34749182	34749052	34749117	TBC1D3H	196	66	0.125206316	True	196	1	196
